order_id,customer_id,order_date,order_status,shipping_city,shipping_state,shipping_cost,delivery_days
ORD-2025-113198,CUST-11167,2025-09-23,Delivered,Green Bay,WI,19.99,2
ORD-2025-113199,CUST-11384,2025-09-23,Shipped,Lakewood,CO,0.0,1
ORD-2025-113200,CUST-12297,2025-09-23,Delivered,Columbia,SC,9.99,7
ORD-2025-113201,CUST-11261,2025-09-23,Delivered,Baton Rouge,LA,4.99,3
ORD-2025-113202,CUST-10719,2025-09-23,Delivered,Worcester,MA,4.99,4
ORD-2025-113203,CUST-15264,2025-09-23,Delivered,Carmel,IN,4.99,7
ORD-2025-113204,CUST-11051,2025-09-23,Cancelled,Savannah,GA,14.99,0
ORD-2025-113205,CUST-15082,2025-09-23,Delivered,St. Petersburg,FL,9.99,5
ORD-2025-113206,CUST-15391,2025-09-23,Delivered,Indianapolis,IN,0.0,6
ORD-2025-113207,CUST-13358,2025-09-23,Delivered,Jacksonville,FL,9.99,6
ORD-2025-113208,CUST-10951,2025-09-23,Delivered,Springfield,MO,19.99,7
ORD-2025-113209,CUST-15092,2025-09-23,Returned,Lakewood,CO,14.99,4
ORD-2025-113210,CUST-10796,2025-09-24,Delivered,Lakewood,CO,19.99,3
ORD-2025-113211,CUST-10231,2025-09-24,Delivered,Bellevue,WA,14.99,4
ORD-2025-113212,CUST-12398,2025-09-24,Delivered,Rockville,MD,14.99,5
ORD-2025-113213,CUST-14972,2025-09-24,Delivered,Elizabeth,NJ,19.99,2
ORD-2025-113214,CUST-15049,2025-09-24,Delivered,Aurora,IL,19.99,5
ORD-2025-113215,CUST-11710,2025-09-24,Delivered,New Haven,CT,4.99,7
ORD-2025-113216,CUST-11971,2025-09-24,Delivered,Tacoma,WA,4.99,7
ORD-2025-113217,CUST-12475,2025-09-24,Delivered,Cleveland,OH,19.99,7
ORD-2025-113218,CUST-15440,2025-09-24,Delivered,Hartford,CT,9.99,7
ORD-2025-113219,CUST-10279,2025-09-24,Delivered,Minneapolis,MN,0.0,2
ORD-2025-113220,CUST-14011,2025-09-24,Cancelled,Racine,WI,4.99,0
ORD-2025-113221,CUST-13151,2025-09-24,Delivered,Hartford,CT,4.99,5
ORD-2025-113222,CUST-14570,2025-09-24,Processing,Duluth,MN,14.99,0
ORD-2025-113223,CUST-10398,2025-09-24,Delivered,Saint Paul,MN,14.99,6
ORD-2025-113224,CUST-13048,2025-09-24,Delivered,Seattle,WA,0.0,6
ORD-2025-113225,CUST-10552,2025-09-24,Delivered,Jersey City,NJ,19.99,7
ORD-2025-113226,CUST-11157,2025-09-24,Delivered,Indianapolis,IN,0.0,2
ORD-2025-113227,CUST-12506,2025-09-24,Delivered,Broken Arrow,OK,14.99,5
ORD-2025-113228,CUST-14104,2025-09-25,Delivered,Tampa,FL,4.99,4
ORD-2025-113229,CUST-11943,2025-09-25,Delivered,Spokane,WA,14.99,7
ORD-2025-113230,CUST-12593,2025-09-25,Processing,Carmel,IN,4.99,0
ORD-2025-113231,CUST-10941,2025-09-25,Delivered,Aurora,IL,19.99,6
ORD-2025-113232,CUST-13835,2025-09-25,Delivered,Athens,GA,14.99,3
ORD-2025-113233,CUST-12566,2025-09-25,Delivered,Fort Worth,TX,4.99,4
ORD-2025-113234,CUST-15199,2025-09-25,Delivered,Elizabeth,NJ,19.99,3
ORD-2025-113235,CUST-12092,2025-09-25,Delivered,Huntsville,AL,14.99,5
ORD-2025-113236,CUST-15052,2025-09-25,Delivered,Green Bay,WI,14.99,3
ORD-2025-113237,CUST-14153,2025-09-25,Delivered,St. Petersburg,FL,4.99,4
ORD-2025-113238,CUST-13974,2025-09-25,Delivered,Carmel,IN,0.0,6
ORD-2025-113239,CUST-10252,2025-09-25,Shipped,Spokane,WA,0.0,1
ORD-2025-113240,CUST-13105,2025-09-25,Delivered,Portland,OR,0.0,6
ORD-2025-113241,CUST-10267,2025-09-25,Delivered,Oklahoma City,OK,14.99,4
ORD-2025-113242,CUST-12939,2025-09-25,Delivered,Chattanooga,TN,0.0,7
ORD-2025-113243,CUST-14777,2025-09-25,Delivered,San Diego,CA,19.99,3
ORD-2025-113244,CUST-14766,2025-09-25,Delivered,Baton Rouge,LA,0.0,7
ORD-2025-113245,CUST-13491,2025-09-25,Delivered,Tampa,FL,0.0,5
ORD-2025-113246,CUST-12955,2025-09-25,Processing,Chandler,AZ,0.0,0
ORD-2025-113247,CUST-10833,2025-09-25,Delivered,Charleston,SC,4.99,3
ORD-2025-113248,CUST-14688,2025-09-25,Delivered,Erie,PA,9.99,7
ORD-2025-113249,CUST-14622,2025-09-25,Delivered,Reading,PA,9.99,4
ORD-2025-113250,CUST-14836,2025-09-25,Delivered,Chicago,IL,0.0,2
ORD-2025-113251,CUST-11916,2025-09-25,Delivered,North Charleston,SC,19.99,5
ORD-2025-113252,CUST-12819,2025-09-25,Delivered,St. Petersburg,FL,19.99,5
ORD-2025-113253,CUST-15374,2025-09-25,Delivered,Warren,MI,19.99,2
ORD-2025-113254,CUST-12853,2025-09-25,Delivered,San Antonio,TX,9.99,5
ORD-2025-113255,CUST-11753,2025-09-25,Delivered,Atlanta,GA,14.99,4
ORD-2025-113256,CUST-13847,2025-09-25,Delivered,Baltimore,MD,4.99,5
ORD-2025-113257,CUST-15020,2025-09-25,Delivered,Las Vegas,NV,19.99,2
ORD-2025-113258,CUST-10885,2025-09-25,Delivered,Greenville,SC,0.0,6
ORD-2025-113259,CUST-13558,2025-09-25,Delivered,Toledo,OH,19.99,5
ORD-2025-113260,CUST-12385,2025-09-26,Delivered,Charleston,SC,14.99,6
ORD-2025-113261,CUST-11713,2025-09-26,Processing,West Jordan,UT,9.99,0
ORD-2025-113262,CUST-12482,2025-09-26,Delivered,Chandler,AZ,14.99,4
ORD-2025-113263,CUST-10941,2025-09-26,Shipped,Aurora,IL,14.99,1
ORD-2025-113264,CUST-12565,2025-09-26,Delivered,Virginia Beach,VA,4.99,2
ORD-2025-113265,CUST-10767,2025-09-26,Cancelled,Cambridge,MA,0.0,0
ORD-2025-113266,CUST-14019,2025-09-26,Delivered,Rockford,IL,14.99,7
ORD-2025-113267,CUST-11393,2025-09-26,Delivered,Buffalo,NY,4.99,3
ORD-2025-113268,CUST-14526,2025-09-26,Delivered,Tallahassee,FL,19.99,3
ORD-2025-113269,CUST-10685,2025-09-26,Delivered,Grand Rapids,MI,0.0,2
ORD-2025-113270,CUST-12486,2025-09-26,Cancelled,Scottsdale,AZ,9.99,0
ORD-2025-113271,CUST-10936,2025-09-26,Delivered,Worcester,MA,0.0,3
ORD-2025-113272,CUST-11311,2025-09-26,Delivered,Frederick,MD,4.99,5
ORD-2025-113273,CUST-13807,2025-09-26,Delivered,Gresham,OR,4.99,7
ORD-2025-113274,CUST-12567,2025-09-26,Cancelled,Jersey City,NJ,19.99,0
ORD-2025-113275,CUST-12013,2025-09-26,Delivered,Spokane,WA,14.99,2
ORD-2025-113276,CUST-10901,2025-09-26,Delivered,Mobile,AL,19.99,6
ORD-2025-113277,CUST-12765,2025-09-26,Delivered,Rockville,MD,0.0,2
ORD-2025-113278,CUST-12517,2025-09-26,Delivered,Lexington,KY,9.99,6
ORD-2025-113279,CUST-10672,2025-09-26,Delivered,Charleston,SC,0.0,6
ORD-2025-113280,CUST-10468,2025-09-26,Delivered,Greensboro,NC,0.0,5
ORD-2025-113281,CUST-13145,2025-09-26,Delivered,Los Angeles,CA,9.99,5
ORD-2025-113282,CUST-13560,2025-09-26,Delivered,Allentown,PA,0.0,6
ORD-2025-113283,CUST-11812,2025-09-26,Delivered,San Diego,CA,14.99,7
ORD-2025-113284,CUST-14784,2025-09-26,Delivered,Augusta,GA,9.99,3
ORD-2025-113285,CUST-13980,2025-09-26,Delivered,Philadelphia,PA,9.99,4
ORD-2025-113286,CUST-10349,2025-09-26,Delivered,Bowie,MD,19.99,3
ORD-2025-113287,CUST-14034,2025-09-26,Delivered,Clarksville,TN,0.0,7
ORD-2025-113288,CUST-12585,2025-09-26,Delivered,Richmond,VA,4.99,4
ORD-2025-113289,CUST-14571,2025-09-26,Delivered,Fort Collins,CO,4.99,5
ORD-2025-113290,CUST-15269,2025-09-26,Returned,Tuscaloosa,AL,9.99,2
ORD-2025-113291,CUST-13614,2025-09-27,Delivered,Springfield,MA,9.99,4
ORD-2025-113292,CUST-12593,2025-09-27,Delivered,Carmel,IN,4.99,4
ORD-2025-113293,CUST-14486,2025-09-27,Delivered,Chandler,AZ,19.99,6
ORD-2025-113294,CUST-11001,2025-09-27,Delivered,Columbia,SC,9.99,6
ORD-2025-113295,CUST-13976,2025-09-27,Delivered,Naperville,IL,4.99,5
ORD-2025-113296,CUST-10115,2025-09-27,Delivered,Cleveland,OH,4.99,2
ORD-2025-113297,CUST-11355,2025-09-27,Shipped,Lafayette,LA,19.99,2
ORD-2025-113298,CUST-12491,2025-09-27,Delivered,North Charleston,SC,4.99,3
ORD-2025-113299,CUST-15371,2025-09-27,Delivered,Norfolk,VA,4.99,4
ORD-2025-113300,CUST-14833,2025-09-27,Delivered,Salem,OR,19.99,6
ORD-2025-113301,CUST-13409,2025-09-27,Delivered,Columbia,MO,19.99,2
ORD-2025-113302,CUST-12824,2025-09-27,Delivered,Sacramento,CA,4.99,3
ORD-2025-113303,CUST-15339,2025-09-27,Delivered,Orem,UT,14.99,4
ORD-2025-113304,CUST-13537,2025-09-27,Delivered,Indianapolis,IN,4.99,5
ORD-2025-113305,CUST-11538,2025-09-27,Delivered,Greenville,SC,19.99,5
ORD-2025-113306,CUST-10403,2025-09-27,Delivered,Columbus,GA,14.99,3
ORD-2025-113307,CUST-14341,2025-09-27,Delivered,Yonkers,NY,0.0,2
ORD-2025-113308,CUST-11014,2025-09-27,Delivered,Provo,UT,4.99,4
ORD-2025-113309,CUST-12243,2025-09-27,Delivered,Shreveport,LA,0.0,6
ORD-2025-113310,CUST-11349,2025-09-27,Delivered,Orlando,FL,14.99,2
ORD-2025-113311,CUST-13161,2025-09-27,Delivered,Orlando,FL,19.99,6
ORD-2025-113312,CUST-12775,2025-09-27,Delivered,Detroit,MI,14.99,3
ORD-2025-113313,CUST-13049,2025-09-27,Delivered,Albany,NY,4.99,7
ORD-2025-113314,CUST-13718,2025-09-27,Delivered,Spokane,WA,9.99,5
ORD-2025-113315,CUST-13024,2025-09-27,Delivered,Broken Arrow,OK,4.99,3
ORD-2025-113316,CUST-12384,2025-09-28,Delivered,Covington,KY,9.99,5
ORD-2025-113317,CUST-11356,2025-09-28,Delivered,Columbia,MO,14.99,6
ORD-2025-113318,CUST-11715,2025-09-28,Shipped,Carmel,IN,9.99,3
ORD-2025-113319,CUST-10098,2025-09-28,Shipped,Virginia Beach,VA,19.99,3
ORD-2025-113320,CUST-12537,2025-09-28,Delivered,Gaithersburg,MD,0.0,5
ORD-2025-113321,CUST-13785,2025-09-28,Delivered,Nashville,TN,9.99,3
ORD-2025-113322,CUST-11089,2025-09-28,Delivered,Scottsdale,AZ,19.99,6
ORD-2025-113323,CUST-13044,2025-09-28,Delivered,Cambridge,MA,0.0,7
ORD-2025-113324,CUST-12386,2025-09-28,Delivered,Denver,CO,4.99,7
ORD-2025-113325,CUST-11706,2025-09-28,Processing,Bowling Green,KY,19.99,0
ORD-2025-113326,CUST-14594,2025-09-28,Delivered,Pittsburgh,PA,19.99,5
ORD-2025-113327,CUST-12967,2025-09-28,Delivered,Dayton,OH,4.99,4
ORD-2025-113328,CUST-10205,2025-09-28,Delivered,Lake Charles,LA,19.99,4
ORD-2025-113329,CUST-14812,2025-09-28,Shipped,Jersey City,NJ,14.99,1
ORD-2025-113330,CUST-12088,2025-09-28,Delivered,Aurora,IL,4.99,7
ORD-2025-113331,CUST-14343,2025-09-28,Delivered,Edmond,OK,9.99,7
ORD-2025-113332,CUST-10140,2025-09-28,Delivered,Bowie,MD,9.99,5
ORD-2025-113333,CUST-12985,2025-09-28,Delivered,Grand Rapids,MI,9.99,4
ORD-2025-113334,CUST-13449,2025-09-28,Delivered,Lakewood,CO,4.99,7
ORD-2025-113335,CUST-11175,2025-09-28,Delivered,Saint Paul,MN,0.0,7
ORD-2025-113336,CUST-12620,2025-09-28,Shipped,South Bend,IN,0.0,4
ORD-2025-113337,CUST-15345,2025-09-28,Delivered,Los Angeles,CA,4.99,6
ORD-2025-113338,CUST-13366,2025-09-28,Delivered,Dayton,OH,9.99,4
ORD-2025-113339,CUST-13104,2025-09-28,Delivered,Akron,OH,9.99,6
ORD-2025-113340,CUST-10857,2025-09-28,Delivered,Stamford,CT,0.0,5
ORD-2025-113341,CUST-11596,2025-09-28,Cancelled,Buffalo,NY,14.99,0
ORD-2025-113342,CUST-13721,2025-09-28,Delivered,Oklahoma City,OK,4.99,7
ORD-2025-113343,CUST-11042,2025-09-28,Delivered,Saint Paul,MN,4.99,7
ORD-2025-113344,CUST-14921,2025-09-28,Delivered,Syracuse,NY,9.99,5
ORD-2025-113345,CUST-13729,2025-09-28,Shipped,Bowie,MD,0.0,4
ORD-2025-113346,CUST-15469,2025-09-29,Delivered,New York,NY,4.99,6
ORD-2025-113347,CUST-14218,2025-09-29,Delivered,Vancouver,WA,9.99,6
ORD-2025-113348,CUST-14124,2025-09-29,Returned,Salt Lake City,UT,19.99,6
ORD-2025-113349,CUST-10193,2025-09-29,Delivered,Memphis,TN,14.99,2
ORD-2025-113350,CUST-14258,2025-09-29,Delivered,Green Bay,WI,0.0,4
ORD-2025-113351,CUST-10804,2025-09-29,Delivered,Portland,OR,14.99,7
ORD-2025-113352,CUST-10558,2025-09-29,Delivered,Durham,NC,14.99,4
ORD-2025-113353,CUST-14537,2025-09-29,Delivered,Lakewood,CO,4.99,2
ORD-2025-113354,CUST-13974,2025-09-29,Delivered,Carmel,IN,9.99,5
ORD-2025-113355,CUST-10140,2025-09-29,Delivered,Bowie,MD,0.0,5
ORD-2025-113356,CUST-12950,2025-09-29,Delivered,Hartford,CT,4.99,4
ORD-2025-113357,CUST-15481,2025-09-29,Delivered,Scranton,PA,19.99,7
ORD-2025-113358,CUST-11598,2025-09-29,Delivered,Newark,NJ,14.99,2
ORD-2025-113359,CUST-13034,2025-09-29,Delivered,Lake Charles,LA,0.0,4
ORD-2025-113360,CUST-12621,2025-09-29,Delivered,Kenosha,WI,9.99,4
ORD-2025-113361,CUST-12137,2025-09-29,Delivered,Madison,WI,19.99,3
ORD-2025-113362,CUST-15020,2025-09-29,Returned,Las Vegas,NV,19.99,5
ORD-2025-113363,CUST-13169,2025-09-29,Delivered,Hartford,CT,0.0,4
ORD-2025-113364,CUST-13029,2025-09-29,Delivered,New Haven,CT,19.99,3
ORD-2025-113365,CUST-11183,2025-09-29,Delivered,Toledo,OH,19.99,6
ORD-2025-113366,CUST-11043,2025-09-29,Delivered,Bellevue,WA,14.99,2
ORD-2025-113367,CUST-12670,2025-09-29,Delivered,Oklahoma City,OK,4.99,4
ORD-2025-113368,CUST-13924,2025-09-29,Delivered,San Diego,CA,0.0,6
ORD-2025-113369,CUST-15213,2025-09-29,Processing,Seattle,WA,9.99,0
ORD-2025-113370,CUST-14676,2025-09-29,Delivered,Aurora,IL,0.0,2
ORD-2025-113371,CUST-15374,2025-09-29,Delivered,Warren,MI,9.99,4
ORD-2025-113372,CUST-14731,2025-09-29,Delivered,Fort Wayne,IN,14.99,4
ORD-2025-113373,CUST-12469,2025-09-30,Delivered,Newport News,VA,4.99,5
ORD-2025-113374,CUST-13255,2025-09-30,Returned,Kenosha,WI,4.99,5
ORD-2025-113375,CUST-13983,2025-09-30,Delivered,New Orleans,LA,19.99,6
ORD-2025-113376,CUST-10699,2025-09-30,Delivered,Birmingham,AL,19.99,5
ORD-2025-113377,CUST-10709,2025-09-30,Delivered,Broken Arrow,OK,19.99,4
ORD-2025-113378,CUST-12225,2025-09-30,Delivered,Frederick,MD,9.99,7
ORD-2025-113379,CUST-13679,2025-09-30,Delivered,Jersey City,NJ,9.99,5
ORD-2025-113380,CUST-11958,2025-09-30,Delivered,Winston-Salem,NC,9.99,2
ORD-2025-113381,CUST-11642,2025-09-30,Delivered,Springfield,MA,0.0,3
ORD-2025-113382,CUST-11778,2025-09-30,Delivered,Syracuse,NY,14.99,4
ORD-2025-113383,CUST-14262,2025-09-30,Cancelled,Waterbury,CT,4.99,0
ORD-2025-113384,CUST-11485,2025-09-30,Cancelled,Los Angeles,CA,9.99,0
ORD-2025-113385,CUST-12746,2025-09-30,Cancelled,Rochester,NY,19.99,0
ORD-2025-113386,CUST-14364,2025-09-30,Delivered,Jacksonville,FL,0.0,3
ORD-2025-113387,CUST-14296,2025-09-30,Delivered,Baton Rouge,LA,4.99,6
ORD-2025-113388,CUST-14296,2025-09-30,Delivered,Baton Rouge,LA,0.0,4
ORD-2025-113389,CUST-12108,2025-09-30,Delivered,Atlanta,GA,9.99,6
ORD-2025-113390,CUST-14133,2025-09-30,Delivered,North Las Vegas,NV,0.0,7
ORD-2025-113391,CUST-11946,2025-09-30,Delivered,Waterbury,CT,14.99,5
ORD-2025-113392,CUST-13571,2025-09-30,Delivered,Broken Arrow,OK,19.99,3
ORD-2025-113393,CUST-13419,2025-09-30,Delivered,Knoxville,TN,4.99,6
ORD-2025-113394,CUST-14260,2025-10-01,Delivered,Springfield,IL,4.99,2
ORD-2025-113395,CUST-15336,2025-10-01,Delivered,Syracuse,NY,0.0,5
ORD-2025-113396,CUST-11711,2025-10-01,Delivered,Birmingham,AL,0.0,2
ORD-2025-113397,CUST-14036,2025-10-01,Delivered,St. Petersburg,FL,14.99,7
ORD-2025-113398,CUST-12395,2025-10-01,Delivered,Seattle,WA,14.99,7
ORD-2025-113399,CUST-13473,2025-10-01,Delivered,Lowell,MA,9.99,3
ORD-2025-113400,CUST-13988,2025-10-01,Delivered,Springfield,MO,9.99,7
ORD-2025-113401,CUST-12952,2025-10-01,Delivered,Worcester,MA,19.99,6
ORD-2025-113402,CUST-12537,2025-10-01,Delivered,Gaithersburg,MD,0.0,6
ORD-2025-113403,CUST-10397,2025-10-01,Delivered,Indianapolis,IN,14.99,6
ORD-2025-113404,CUST-12416,2025-10-01,Delivered,Jacksonville,FL,9.99,6
ORD-2025-113405,CUST-10992,2025-10-01,Delivered,Louisville,KY,19.99,6
ORD-2025-113406,CUST-10530,2025-10-01,Delivered,Scranton,PA,14.99,7
ORD-2025-113407,CUST-11132,2025-10-01,Delivered,Sparks,NV,0.0,5
ORD-2025-113408,CUST-10306,2025-10-01,Shipped,Columbia,MO,14.99,3
ORD-2025-113409,CUST-12117,2025-10-01,Delivered,Chandler,AZ,19.99,3
ORD-2025-113410,CUST-14787,2025-10-01,Delivered,Greensboro,NC,0.0,4
ORD-2025-113411,CUST-12550,2025-10-01,Delivered,St. Louis,MO,4.99,4
ORD-2025-113412,CUST-12926,2025-10-01,Delivered,Macon,GA,14.99,2
ORD-2025-113413,CUST-11392,2025-10-01,Delivered,Salem,OR,14.99,3
ORD-2025-113414,CUST-14569,2025-10-01,Delivered,Elizabeth,NJ,0.0,2
ORD-2025-113415,CUST-15211,2025-10-01,Delivered,Lake Charles,LA,9.99,2
ORD-2025-113416,CUST-14156,2025-10-01,Delivered,Jersey City,NJ,0.0,3
ORD-2025-113417,CUST-10763,2025-10-01,Delivered,Waterbury,CT,0.0,7
ORD-2025-113418,CUST-12228,2025-10-01,Delivered,Norfolk,VA,0.0,2
ORD-2025-113419,CUST-11670,2025-10-01,Delivered,South Bend,IN,9.99,7
ORD-2025-113420,CUST-10235,2025-10-01,Delivered,Fresno,CA,9.99,4
ORD-2025-113421,CUST-14064,2025-10-01,Returned,Cambridge,MA,0.0,3
ORD-2025-113422,CUST-14075,2025-10-01,Delivered,Green Bay,WI,9.99,6
ORD-2025-113423,CUST-11414,2025-10-01,Delivered,Erie,PA,14.99,3
ORD-2025-113424,CUST-14541,2025-10-01,Returned,Portland,OR,19.99,7
ORD-2025-113425,CUST-11113,2025-10-01,Delivered,New Orleans,LA,19.99,6
ORD-2025-113426,CUST-11561,2025-10-01,Delivered,Fort Wayne,IN,9.99,5
ORD-2025-113427,CUST-15343,2025-10-01,Delivered,Richmond,VA,4.99,4
ORD-2025-113428,CUST-11560,2025-10-01,Delivered,Gaithersburg,MD,4.99,2
ORD-2025-113429,CUST-11807,2025-10-01,Delivered,Spokane,WA,0.0,5
ORD-2025-113430,CUST-14836,2025-10-01,Delivered,Chicago,IL,19.99,7
ORD-2025-113431,CUST-13042,2025-10-02,Delivered,Ann Arbor,MI,4.99,2
ORD-2025-113432,CUST-10505,2025-10-02,Delivered,Charleston,SC,19.99,5
ORD-2025-113433,CUST-10272,2025-10-02,Delivered,Newark,NJ,19.99,6
ORD-2025-113434,CUST-11471,2025-10-02,Delivered,North Charleston,SC,19.99,4
ORD-2025-113435,CUST-15180,2025-10-02,Delivered,Lakewood,CO,9.99,2
ORD-2025-113436,CUST-14216,2025-10-02,Delivered,Mesa,AZ,4.99,4
ORD-2025-113437,CUST-14460,2025-10-02,Delivered,Green Bay,WI,0.0,4
ORD-2025-113438,CUST-13410,2025-10-02,Delivered,Allentown,PA,9.99,3
ORD-2025-113439,CUST-15151,2025-10-02,Delivered,Chattanooga,TN,14.99,6
ORD-2025-113440,CUST-11821,2025-10-02,Delivered,Aurora,CO,14.99,6
ORD-2025-113441,CUST-10804,2025-10-02,Delivered,Portland,OR,9.99,7
ORD-2025-113442,CUST-10805,2025-10-02,Delivered,Cambridge,MA,0.0,3
ORD-2025-113443,CUST-13300,2025-10-02,Delivered,St. Louis,MO,14.99,7
ORD-2025-113444,CUST-15036,2025-10-02,Delivered,Bridgeport,CT,14.99,3
ORD-2025-113445,CUST-11527,2025-10-02,Shipped,Seattle,WA,9.99,3
ORD-2025-113446,CUST-14714,2025-10-02,Delivered,Shreveport,LA,4.99,6
ORD-2025-113447,CUST-12668,2025-10-02,Processing,Denver,CO,4.99,0
ORD-2025-113448,CUST-12358,2025-10-02,Delivered,Springfield,MA,9.99,2
ORD-2025-113449,CUST-10895,2025-10-02,Delivered,Fresno,CA,0.0,4
ORD-2025-113450,CUST-10440,2025-10-02,Delivered,Memphis,TN,14.99,5
ORD-2025-113451,CUST-11069,2025-10-02,Delivered,New Orleans,LA,9.99,3
ORD-2025-113452,CUST-12950,2025-10-02,Cancelled,Hartford,CT,14.99,0
ORD-2025-113453,CUST-10958,2025-10-02,Delivered,Chandler,AZ,19.99,4
ORD-2025-113454,CUST-10875,2025-10-02,Delivered,Tacoma,WA,9.99,3
ORD-2025-113455,CUST-10257,2025-10-02,Delivered,Jersey City,NJ,0.0,3
ORD-2025-113456,CUST-14599,2025-10-02,Delivered,Louisville,KY,4.99,6
ORD-2025-113457,CUST-11501,2025-10-02,Delivered,San Jose,CA,19.99,2
ORD-2025-113458,CUST-13154,2025-10-02,Delivered,Mobile,AL,0.0,2
ORD-2025-113459,CUST-10679,2025-10-02,Delivered,Los Angeles,CA,14.99,3
ORD-2025-113460,CUST-12122,2025-10-02,Delivered,Philadelphia,PA,9.99,6
ORD-2025-113461,CUST-14161,2025-10-02,Delivered,Hartford,CT,19.99,2
ORD-2025-113462,CUST-11915,2025-10-02,Delivered,Albany,NY,14.99,2
ORD-2025-113463,CUST-14206,2025-10-02,Delivered,Lafayette,LA,0.0,4
ORD-2025-113464,CUST-12065,2025-10-02,Delivered,Paterson,NJ,9.99,3
ORD-2025-113465,CUST-11488,2025-10-02,Delivered,Denver,CO,14.99,5
ORD-2025-113466,CUST-10732,2025-10-02,Delivered,Sparks,NV,14.99,7
ORD-2025-113467,CUST-12821,2025-10-03,Processing,Albany,NY,19.99,0
ORD-2025-113468,CUST-15420,2025-10-03,Delivered,Aurora,IL,0.0,7
ORD-2025-113469,CUST-13553,2025-10-03,Delivered,Saint Paul,MN,4.99,2
ORD-2025-113470,CUST-14384,2025-10-03,Delivered,Greensboro,NC,0.0,7
ORD-2025-113471,CUST-14520,2025-10-03,Returned,Jersey City,NJ,4.99,2
ORD-2025-113472,CUST-11562,2025-10-03,Delivered,Shreveport,LA,9.99,6
ORD-2025-113473,CUST-13496,2025-10-03,Delivered,Springfield,MA,19.99,6
ORD-2025-113474,CUST-14526,2025-10-03,Delivered,Tallahassee,FL,9.99,3
ORD-2025-113475,CUST-12303,2025-10-03,Delivered,Columbia,MO,19.99,5
ORD-2025-113476,CUST-10559,2025-10-03,Delivered,Chicago,IL,19.99,7
ORD-2025-113477,CUST-10162,2025-10-03,Delivered,Frederick,MD,0.0,4
ORD-2025-113478,CUST-14947,2025-10-03,Delivered,Carmel,IN,19.99,5
ORD-2025-113479,CUST-13763,2025-10-03,Delivered,Akron,OH,0.0,3
ORD-2025-113480,CUST-13807,2025-10-03,Cancelled,Gresham,OR,4.99,0
ORD-2025-113481,CUST-12532,2025-10-03,Delivered,Milwaukee,WI,0.0,3
ORD-2025-113482,CUST-12550,2025-10-03,Delivered,St. Louis,MO,0.0,2
ORD-2025-113483,CUST-12211,2025-10-03,Delivered,Scranton,PA,9.99,3
ORD-2025-113484,CUST-13343,2025-10-03,Delivered,Bowling Green,KY,4.99,5
ORD-2025-113485,CUST-12260,2025-10-03,Delivered,Clarksville,TN,4.99,7
ORD-2025-113486,CUST-10230,2025-10-03,Delivered,Denver,CO,0.0,5
ORD-2025-113487,CUST-12280,2025-10-03,Delivered,Paterson,NJ,14.99,2
ORD-2025-113488,CUST-11240,2025-10-03,Delivered,Springfield,MO,4.99,7
ORD-2025-113489,CUST-15090,2025-10-03,Delivered,North Charleston,SC,4.99,2
ORD-2025-113490,CUST-10292,2025-10-03,Cancelled,Athens,GA,19.99,0
ORD-2025-113491,CUST-15156,2025-10-03,Delivered,Sparks,NV,19.99,3
ORD-2025-113492,CUST-10707,2025-10-03,Delivered,Oklahoma City,OK,19.99,5
ORD-2025-113493,CUST-13734,2025-10-03,Delivered,Hillsboro,OR,14.99,2
ORD-2025-113494,CUST-13634,2025-10-03,Delivered,Oklahoma City,OK,4.99,2
ORD-2025-113495,CUST-15234,2025-10-03,Delivered,Warren,MI,9.99,2
ORD-2025-113496,CUST-14033,2025-10-03,Delivered,Cleveland,OH,9.99,5
ORD-2025-113497,CUST-12821,2025-10-04,Delivered,Albany,NY,19.99,5
ORD-2025-113498,CUST-12082,2025-10-04,Delivered,Mesa,AZ,0.0,2
ORD-2025-113499,CUST-10392,2025-10-04,Delivered,Fort Worth,TX,14.99,6
ORD-2025-113500,CUST-11367,2025-10-04,Delivered,Milwaukee,WI,0.0,7
ORD-2025-113501,CUST-12363,2025-10-04,Delivered,Winston-Salem,NC,19.99,5
ORD-2025-113502,CUST-14143,2025-10-04,Delivered,New York,NY,19.99,4
ORD-2025-113503,CUST-13158,2025-10-04,Cancelled,Nashville,TN,19.99,0
ORD-2025-113504,CUST-10993,2025-10-04,Delivered,Charlotte,NC,19.99,7
ORD-2025-113505,CUST-11660,2025-10-04,Delivered,Gaithersburg,MD,4.99,4
ORD-2025-113506,CUST-13956,2025-10-04,Shipped,Ann Arbor,MI,19.99,3
ORD-2025-113507,CUST-10804,2025-10-04,Returned,Portland,OR,4.99,5
ORD-2025-113508,CUST-10255,2025-10-04,Delivered,Savannah,GA,14.99,2
ORD-2025-113509,CUST-11022,2025-10-04,Delivered,Cleveland,OH,19.99,2
ORD-2025-113510,CUST-10805,2025-10-04,Shipped,Cambridge,MA,19.99,3
ORD-2025-113511,CUST-12294,2025-10-04,Delivered,Lowell,MA,14.99,5
ORD-2025-113512,CUST-14201,2025-10-04,Delivered,Indianapolis,IN,14.99,2
ORD-2025-113513,CUST-13929,2025-10-04,Delivered,Covington,KY,9.99,5
ORD-2025-113514,CUST-11840,2025-10-04,Delivered,Austin,TX,14.99,6
ORD-2025-113515,CUST-11938,2025-10-04,Delivered,Salt Lake City,UT,4.99,2
