order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_rate,gross_revenue,discount_amount,net_revenue,total_cost,profit
ITEM-528317,ORD-2025-115920,PROD-1078,1,149.0,45.0,0.05,149.0,7.45,141.55,45.0,96.55
ITEM-528318,ORD-2025-115920,PROD-1082,1,101.12,35.0,0.0,101.12,0.0,101.12,35.0,66.12
ITEM-528319,ORD-2025-115921,PROD-1268,1,62.56,14.4,0.0,62.56,0.0,62.56,14.4,48.16
ITEM-528320,ORD-2025-115922,PROD-1193,1,89.0,22.0,0.0,89.0,0.0,89.0,22.0,67.0
ITEM-528321,ORD-2025-115922,PROD-1432,4,67.2,17.4,0.0,268.8,0.0,268.8,69.6,199.2
ITEM-528322,ORD-2025-115923,PROD-1177,1,85.0,24.0,0.05,85.0,4.25,80.75,24.0,56.75
ITEM-528323,ORD-2025-115924,PROD-1433,3,26.0,7.0,0.05,78.0,3.9,74.1,21.0,53.1
ITEM-528324,ORD-2025-115925,PROD-1223,1,129.0,38.0,0.1,129.0,12.9,116.1,38.0,78.1
ITEM-528325,ORD-2025-115925,PROD-1381,1,95.0,28.0,0.15,95.0,14.25,80.75,28.0,52.75
ITEM-528326,ORD-2025-115926,PROD-1380,2,87.4,25.2,0.0,174.8,0.0,174.8,50.4,124.4
ITEM-528327,ORD-2025-115926,PROD-1320,1,166.6,55.1,0.15,166.6,24.99,141.61,55.1,86.51
ITEM-528328,ORD-2025-115926,PROD-1491,1,61.36,18.4,0.2,61.36,12.27,49.09,18.4,30.69
ITEM-528329,ORD-2025-115926,PROD-1128,1,82.6,26.1,0.0,82.6,0.0,82.6,26.1,56.5
ITEM-528330,ORD-2025-115926,PROD-1201,1,54.0,12.0,0.1,54.0,5.4,48.6,12.0,36.6
ITEM-528331,ORD-2025-115927,PROD-1058,1,446.72,200.0,0.05,446.72,22.34,424.38,200.0,224.38
ITEM-528332,ORD-2025-115928,PROD-1171,1,76.7,20.7,0.15,76.7,11.51,65.19,20.7,44.49
ITEM-528333,ORD-2025-115929,PROD-1037,1,899.0,420.0,0.0,899.0,0.0,899.0,420.0,479.0
ITEM-528334,ORD-2025-115929,PROD-1465,1,69.0,20.0,0.0,69.0,0.0,69.0,20.0,49.0
ITEM-528335,ORD-2025-115930,PROD-1034,1,1150.72,525.0,0.05,1150.72,57.54,1093.18,525.0,568.18
ITEM-528336,ORD-2025-115931,PROD-1208,1,75.6,17.4,0.2,75.6,15.12,60.48,17.4,43.08
ITEM-528337,ORD-2025-115932,PROD-1333,1,79.0,22.0,0.0,79.0,0.0,79.0,22.0,57.0
ITEM-528338,ORD-2025-115932,PROD-1013,1,1199.0,520.0,0.0,1199.0,0.0,1199.0,520.0,679.0
ITEM-528339,ORD-2025-115933,PROD-1446,1,22.0,6.0,0.0,22.0,0.0,22.0,6.0,16.0
ITEM-528340,ORD-2025-115933,PROD-1403,2,29.5,9.2,0.15,59.0,8.85,50.15,18.4,31.75
ITEM-528341,ORD-2025-115934,PROD-1034,1,1150.72,525.0,0.0,1150.72,0.0,1150.72,525.0,625.72
ITEM-528342,ORD-2025-115935,PROD-1422,1,32.0,8.0,0.0,32.0,0.0,32.0,8.0,24.0
ITEM-528343,ORD-2025-115935,PROD-1247,1,160.0,48.0,0.05,160.0,8.0,152.0,48.0,104.0
ITEM-528344,ORD-2025-115936,PROD-1442,1,28.16,7.5,0.1,28.16,2.82,25.34,7.5,17.84
ITEM-528345,ORD-2025-115936,PROD-1409,2,75.0,24.0,0.3,150.0,45.0,105.0,48.0,57.0
ITEM-528346,ORD-2025-115937,PROD-1362,5,549.12,187.5,0.0,2745.6,0.0,2745.6,937.5,1808.1
ITEM-528347,ORD-2025-115938,PROD-1154,2,126.72,47.5,0.15,253.44,38.02,215.42,95.0,120.42
ITEM-528348,ORD-2025-115939,PROD-1077,1,149.0,45.0,0.05,149.0,7.45,141.55,45.0,96.55
ITEM-528349,ORD-2025-115940,PROD-1194,1,113.92,27.5,0.0,113.92,0.0,113.92,27.5,86.42
ITEM-528350,ORD-2025-115941,PROD-1129,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-528351,ORD-2025-115941,PROD-1495,1,52.0,16.0,0.0,52.0,0.0,52.0,16.0,36.0
ITEM-528352,ORD-2025-115942,PROD-1415,1,75.0,24.0,0.1,75.0,7.5,67.5,24.0,43.5
ITEM-528353,ORD-2025-115943,PROD-1520,1,418.6,159.5,0.0,418.6,0.0,418.6,159.5,259.1
ITEM-528354,ORD-2025-115943,PROD-1462,1,29.0,9.0,0.15,29.0,4.35,24.65,9.0,15.65
ITEM-528355,ORD-2025-115943,PROD-1257,2,115.0,35.0,0.15,230.0,34.5,195.5,70.0,125.5
ITEM-528356,ORD-2025-115944,PROD-1315,1,140.42,43.7,0.0,140.42,0.0,140.42,43.7,96.72
ITEM-528357,ORD-2025-115945,PROD-1017,1,199.0,95.0,,199.0,9.95,189.05,95.0,94.05
ITEM-528358,ORD-2025-115945,PROD-1300,1,118.68,36.0,0.15,118.68,17.8,100.88,36.0,64.88
ITEM-528359,ORD-2025-115946,PROD-1531,1,23.6,5.75,0.0,23.6,0.0,23.6,5.75,17.85
ITEM-528360,ORD-2025-115947,PROD-1513,2,299.0,110.0,0.15,598.0,89.7,508.3,220.0,288.3
ITEM-528361,ORD-2025-115947,PROD-1159,4,99.0,38.0,0.0,396.0,0.0,396.0,152.0,244.0
ITEM-528362,ORD-2025-115947,PROD-1355,1,305.62,97.75,0.05,305.62,15.28,290.34,97.75,192.59
ITEM-528363,ORD-2025-115948,PROD-1193,2,89.0,22.0,0.2,178.0,35.6,142.4,44.0,98.4
ITEM-528364,ORD-2025-115949,PROD-1280,1,273.0,87.0,0.0,273.0,0.0,273.0,87.0,186.0
ITEM-528365,ORD-2025-115950,PROD-1336,1,110.6,31.9,0.2,110.6,22.12,88.48,31.9,56.58
ITEM-528366,ORD-2025-115951,PROD-1445,1,22.0,6.0,0.15,22.0,3.3,18.7,6.0,12.7
ITEM-528367,ORD-2025-115951,PROD-1375,2,99.0,32.0,0.0,198.0,0.0,198.0,64.0,134.0
ITEM-528368,ORD-2025-115952,PROD-1552,3,45.0,14.0,0.0,135.0,0.0,135.0,42.0,93.0
ITEM-528369,ORD-2025-115953,PROD-1472,1,96.6,29.0,0.15,96.6,14.49,82.11,29.0,53.11
ITEM-528370,ORD-2025-115953,PROD-1160,1,138.6,55.1,0.05,138.6,6.93,131.67,55.1,76.57
ITEM-528371,ORD-2025-115954,PROD-1149,1,49.0,16.0,0.0,49.0,0.0,49.0,16.0,33.0
ITEM-528372,ORD-2025-115954,PROD-1172,1,59.8,16.2,0.0,59.8,0.0,59.8,16.2,43.6
ITEM-528373,ORD-2025-115954,PROD-1037,3,899.0,420.0,0.0,2697.0,0.0,2697.0,1260.0,1437.0
ITEM-528374,ORD-2025-115955,PROD-1081,1,79.0,28.0,0.15,79.0,11.85,67.15,28.0,39.15
ITEM-528375,ORD-2025-115955,PROD-1360,1,362.6,123.25,0.0,362.6,0.0,362.6,123.25,239.35
ITEM-528376,ORD-2025-115956,PROD-1131,1,34.22,10.35,0.05,34.22,1.71,32.51,10.35,22.16
ITEM-528377,ORD-2025-115956,PROD-1488,2,110.6,31.9,0.05,221.2,11.06,210.14,63.8,146.34
ITEM-528378,ORD-2025-115957,PROD-1285,4,42.0,12.0,0.05,168.0,8.4,159.6,48.0,111.6
ITEM-528379,ORD-2025-115958,PROD-1110,4,119.0,40.0,0.25,476.0,119.0,357.0,160.0,197.0
ITEM-528380,ORD-2025-115959,PROD-1529,1,20.0,5.0,0.0,20.0,0.0,20.0,5.0,15.0
ITEM-528381,ORD-2025-115959,PROD-1065,3,229.0,85.0,0.0,687.0,0.0,687.0,255.0,432.0
ITEM-528382,ORD-2025-115959,PROD-1346,4,574.72,200.0,0.0,2298.88,0.0,2298.88,800.0,1498.88
ITEM-528383,ORD-2025-115959,PROD-1267,1,80.24,18.4,0.1,80.24,8.02,72.22,18.4,53.82
ITEM-528384,ORD-2025-115960,PROD-1176,1,91.0,26.1,0.1,91.0,9.1,81.9,26.1,55.8
ITEM-528385,ORD-2025-115961,PROD-1347,1,529.82,184.0,0.2,529.82,105.96,423.86,184.0,239.86
ITEM-528386,ORD-2025-115962,PROD-1084,2,72.68,25.2,0.1,145.36,14.54,130.82,50.4,80.42
ITEM-528387,ORD-2025-115963,PROD-1258,1,147.2,43.75,0.0,147.2,0.0,147.2,43.75,103.45
ITEM-528388,ORD-2025-115963,PROD-1175,1,65.0,18.0,0.0,65.0,0.0,65.0,18.0,47.0
ITEM-528389,ORD-2025-115964,PROD-1283,1,49.56,13.8,0.2,49.56,9.91,39.65,13.8,25.85
ITEM-528390,ORD-2025-115965,PROD-1188,1,137.08,40.5,0.15,137.08,20.56,116.52,40.5,76.02
ITEM-528391,ORD-2025-115965,PROD-1400,1,138.6,49.3,0.0,138.6,0.0,138.6,49.3,89.3
ITEM-528392,ORD-2025-115966,PROD-1309,1,89.0,25.0,0.1,89.0,8.9,80.1,25.0,55.1
ITEM-528393,ORD-2025-115966,PROD-1058,1,446.72,200.0,0.1,446.72,44.67,402.05,200.0,202.05
ITEM-528394,ORD-2025-115966,PROD-1330,2,101.12,27.5,0.2,202.24,40.45,161.79,55.0,106.79
ITEM-528395,ORD-2025-115966,PROD-1347,1,529.82,184.0,0.05,529.82,26.49,503.33,184.0,319.33
ITEM-528396,ORD-2025-115967,PROD-1254,1,55.0,15.0,0.0,55.0,0.0,55.0,15.0,40.0
ITEM-528397,ORD-2025-115967,PROD-1015,1,1199.0,520.0,0.05,1199.0,59.95,1139.05,520.0,619.05
ITEM-528398,ORD-2025-115967,PROD-1245,1,160.0,48.0,0.0,160.0,0.0,160.0,48.0,112.0
ITEM-528399,ORD-2025-115968,PROD-1182,1,85.0,24.0,0.0,85.0,0.0,85.0,24.0,61.0
ITEM-528400,ORD-2025-115968,PROD-1230,1,120.0,32.0,0.0,120.0,0.0,120.0,32.0,88.0
ITEM-528401,ORD-2025-115968,PROD-1086,1,79.0,28.0,0.05,79.0,3.95,75.05,28.0,47.05
ITEM-528402,ORD-2025-115968,PROD-1129,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-528403,ORD-2025-115968,PROD-1545,4,179.0,55.0,0.0,716.0,0.0,716.0,220.0,496.0
ITEM-528404,ORD-2025-115969,PROD-1430,1,48.0,12.0,0.05,48.0,2.4,45.6,12.0,33.6
ITEM-528405,ORD-2025-115969,PROD-1289,1,289.0,95.0,0.05,289.0,14.45,274.55,95.0,179.55
ITEM-528406,ORD-2025-115970,PROD-1099,1,211.22,74.75,0.0,211.22,0.0,211.22,74.75,136.47
ITEM-528407,ORD-2025-115970,PROD-1364,3,394.68,135.0,0.05,1184.04,59.2,1124.84,405.0,719.84
ITEM-528408,ORD-2025-115970,PROD-1406,1,25.0,8.0,0.15,25.0,3.75,21.25,8.0,13.25
ITEM-528409,ORD-2025-115970,PROD-1425,1,48.0,12.0,0.05,48.0,2.4,45.6,12.0,33.6
ITEM-528410,ORD-2025-115971,PROD-1187,1,175.82,51.75,0.0,175.82,0.0,175.82,51.75,124.07
ITEM-528411,ORD-2025-115971,PROD-1060,1,321.08,144.0,0.0,321.08,0.0,321.08,144.0,177.08
ITEM-528412,ORD-2025-115972,PROD-1206,1,54.0,12.0,0.0,54.0,0.0,54.0,12.0,42.0
ITEM-528413,ORD-2025-115973,PROD-1069,1,229.0,85.0,0.05,229.0,11.45,217.55,85.0,132.55
ITEM-528414,ORD-2025-115973,PROD-1378,2,121.6,35.0,0.0,243.2,0.0,243.2,70.0,173.2
ITEM-528415,ORD-2025-115974,PROD-1518,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-528416,ORD-2025-115974,PROD-1464,1,40.6,13.05,0.0,40.6,0.0,40.6,13.05,27.55
ITEM-528417,ORD-2025-115975,PROD-1110,1,119.0,40.0,0.15,119.0,17.85,101.15,40.0,61.15
ITEM-528418,ORD-2025-115976,PROD-1447,1,22.0,6.0,0.25,22.0,5.5,16.5,6.0,10.5
ITEM-528419,ORD-2025-115976,PROD-1548,3,164.68,49.5,0.05,494.04,24.7,469.34,148.5,320.84
ITEM-528420,ORD-2025-115977,PROD-1100,1,164.68,58.5,0.1,164.68,16.47,148.21,58.5,89.71
ITEM-528421,ORD-2025-115978,PROD-1027,1,1650.82,782.0,0.15,1650.82,247.62,1403.2,782.0,621.2
ITEM-528422,ORD-2025-115979,PROD-1043,1,1886.82,897.0,0.0,1886.82,0.0,1886.82,897.0,989.82
ITEM-528423,ORD-2025-115980,PROD-1447,1,22.0,6.0,0.15,22.0,3.3,18.7,6.0,12.7
ITEM-528424,ORD-2025-115981,PROD-1511,2,35.0,10.0,0.05,70.0,3.5,66.5,20.0,46.5
ITEM-528425,ORD-2025-115981,PROD-1390,1,39.0,12.0,0.25,39.0,9.75,29.25,12.0,17.25
ITEM-528426,ORD-2025-115982,PROD-1426,1,61.44,15.0,0.0,61.44,0.0,61.44,15.0,46.44
ITEM-528427,ORD-2025-115982,PROD-1444,1,20.24,5.4,0.15,20.24,3.04,17.2,5.4,11.8
ITEM-528428,ORD-2025-115983,PROD-1201,3,54.0,12.0,0.0,162.0,0.0,162.0,36.0,126.0
ITEM-528429,ORD-2025-115984,PROD-1516,1,275.08,99.0,0.0,275.08,0.0,275.08,99.0,176.08
ITEM-528430,ORD-2025-115985,PROD-1060,1,321.08,144.0,0.0,321.08,0.0,321.08,144.0,177.08
ITEM-528431,ORD-2025-115985,PROD-1203,1,63.72,13.8,0.0,63.72,0.0,63.72,13.8,49.92
ITEM-528432,ORD-2025-115985,PROD-1230,1,120.0,32.0,0.1,120.0,12.0,108.0,32.0,76.0
ITEM-528433,ORD-2025-115986,PROD-1512,1,49.0,14.5,0.15,49.0,7.35,41.65,14.5,27.15
ITEM-528434,ORD-2025-115987,PROD-1273,1,195.0,60.0,0.0,195.0,0.0,195.0,60.0,135.0
ITEM-528435,ORD-2025-115988,PROD-1018,1,254.72,118.75,0.15,254.72,38.21,216.51,118.75,97.76
ITEM-528436,ORD-2025-115988,PROD-1323,5,470.82,161.0,0.15,2354.1,353.11,2000.99,805.0,1195.99
ITEM-528437,ORD-2025-115988,PROD-1199,3,89.0,22.0,0.15,267.0,40.05,226.95,66.0,160.95
ITEM-528438,ORD-2025-115988,PROD-1037,1,899.0,420.0,0.15,899.0,134.85,764.15,420.0,344.15
ITEM-528439,ORD-2025-115988,PROD-1161,1,48.0,14.0,0.05,48.0,2.4,45.6,14.0,31.6
ITEM-528440,ORD-2025-115989,PROD-1496,1,72.8,23.2,0.2,72.8,14.56,58.24,23.2,35.04
ITEM-528441,ORD-2025-115990,PROD-1314,1,152.32,47.5,0.1,152.32,15.23,137.09,47.5,89.59
ITEM-528442,ORD-2025-115990,PROD-1475,2,28.32,8.05,0.2,56.64,11.33,45.31,16.1,29.21
ITEM-528443,ORD-2025-115991,PROD-1007,2,799.0,350.0,0.2,1598.0,319.6,1278.4,700.0,578.4
ITEM-528444,ORD-2025-115992,PROD-1093,1,329.0,140.0,0.0,329.0,0.0,329.0,140.0,189.0
ITEM-528445,ORD-2025-115993,PROD-1374,1,99.0,32.0,0.05,99.0,4.95,94.05,32.0,62.05
ITEM-528446,ORD-2025-115993,PROD-1123,1,69.62,20.7,0.2,69.62,13.92,55.7,20.7,35.0
ITEM-528447,ORD-2025-115993,PROD-1181,1,85.0,24.0,0.05,85.0,4.25,80.75,24.0,56.75
ITEM-528448,ORD-2025-115994,PROD-1395,1,116.82,39.1,0.2,116.82,23.36,93.46,39.1,54.36
ITEM-528449,ORD-2025-115995,PROD-1043,1,1886.82,897.0,0.0,1886.82,0.0,1886.82,897.0,989.82
ITEM-528450,ORD-2025-115995,PROD-1234,2,179.2,52.5,0.2,358.4,71.68,286.72,105.0,181.72
ITEM-528451,ORD-2025-115995,PROD-1490,3,66.56,20.0,0.15,199.68,29.95,169.73,60.0,109.73
ITEM-528452,ORD-2025-115995,PROD-1144,1,63.0,20.3,0.2,63.0,12.6,50.4,20.3,30.1
ITEM-528453,ORD-2025-115995,PROD-1538,1,600.32,200.0,0.15,600.32,90.05,510.27,200.0,310.27
ITEM-528454,ORD-2025-115996,PROD-1381,1,95.0,28.0,0.05,95.0,4.75,90.25,28.0,62.25
ITEM-528455,ORD-2025-115996,PROD-1411,1,88.5,27.6,0.0,88.5,0.0,88.5,27.6,60.9
ITEM-528456,ORD-2025-115996,PROD-1174,1,65.0,18.0,0.0,65.0,0.0,65.0,18.0,47.0
ITEM-528457,ORD-2025-115997,PROD-1264,1,161.0,50.75,0.0,161.0,0.0,161.0,50.75,110.25
ITEM-528458,ORD-2025-115997,PROD-1069,1,229.0,85.0,0.0,229.0,0.0,229.0,85.0,144.0
ITEM-528459,ORD-2025-115998,PROD-1442,1,28.16,7.5,0.05,28.16,1.41,26.75,7.5,19.25
ITEM-528460,ORD-2025-115999,PROD-1208,1,75.6,17.4,0.0,75.6,0.0,75.6,17.4,58.2
ITEM-528461,ORD-2025-115999,PROD-1487,1,79.0,22.0,0.0,79.0,0.0,79.0,22.0,57.0
ITEM-528462,ORD-2025-116000,PROD-1073,3,149.0,45.0,0.15,447.0,67.05,379.95,135.0,244.95
ITEM-528463,ORD-2025-116000,PROD-1372,2,91.08,28.8,0.2,182.16,36.43,145.73,57.6,88.13
ITEM-528464,ORD-2025-116001,PROD-1277,1,195.0,60.0,0.05,195.0,9.75,185.25,60.0,125.25
ITEM-528465,ORD-2025-116002,PROD-1045,1,1599.0,780.0,0.1,1599.0,159.9,1439.1,780.0,659.1
ITEM-528466,ORD-2025-116003,PROD-1288,1,58.8,17.4,0.15,58.8,8.82,49.98,17.4,32.58
ITEM-528467,ORD-2025-116004,PROD-1349,1,449.0,160.0,0.0,449.0,0.0,449.0,160.0,289.0
ITEM-528468,ORD-2025-116005,PROD-1147,1,57.82,18.4,0.2,57.82,11.56,46.26,18.4,27.86
ITEM-528469,ORD-2025-116006,PROD-1467,3,81.42,23.0,0.2,244.26,48.85,195.41,69.0,126.41
ITEM-528470,ORD-2025-116007,PROD-1184,2,119.0,34.8,0.05,238.0,11.9,226.1,69.6,156.5
ITEM-528471,ORD-2025-116007,PROD-1439,1,26.0,7.0,0.05,26.0,1.3,24.7,7.0,17.7
ITEM-528472,ORD-2025-116007,PROD-1402,1,32.0,10.0,0.25,32.0,8.0,24.0,10.0,14.0
ITEM-528473,ORD-2025-116008,PROD-1281,1,42.0,12.0,0.2,42.0,8.4,33.6,12.0,21.6
ITEM-528474,ORD-2025-116008,PROD-1341,1,139.0,45.0,0.2,139.0,27.8,111.2,45.0,66.2
ITEM-528475,ORD-2025-116008,PROD-1304,1,180.6,58.0,0.0,180.6,0.0,180.6,58.0,122.6
ITEM-528476,ORD-2025-116009,PROD-1522,1,53.76,15.0,0.0,53.76,0.0,53.76,15.0,38.76
ITEM-528477,ORD-2025-116010,PROD-1346,2,574.72,200.0,0.15,1149.44,172.42,977.02,400.0,577.02
ITEM-528478,ORD-2025-116011,PROD-1050,1,702.72,325.0,0.0,702.72,0.0,702.72,325.0,377.72
ITEM-528479,ORD-2025-116011,PROD-1383,1,95.0,28.0,0.0,95.0,0.0,95.0,28.0,67.0
ITEM-528480,ORD-2025-116011,PROD-1057,3,349.0,160.0,0.1,1047.0,104.7,942.3,480.0,462.3
ITEM-528481,ORD-2025-116012,PROD-1474,1,30.72,8.75,0.0,30.72,0.0,30.72,8.75,21.97
ITEM-528482,ORD-2025-116013,PROD-1336,2,110.6,31.9,0.05,221.2,11.06,210.14,63.8,146.34
ITEM-528483,ORD-2025-116014,PROD-1235,2,165.2,48.3,0.0,330.4,0.0,330.4,96.6,233.8
ITEM-528484,ORD-2025-116015,PROD-1325,1,399.0,140.0,0.0,399.0,0.0,399.0,140.0,259.0
ITEM-528485,ORD-2025-116016,PROD-1054,2,549.0,260.0,0.15,1098.0,164.7,933.3,520.0,413.3
ITEM-528486,ORD-2025-116017,PROD-1035,1,1060.82,483.0,0.1,1060.82,106.08,954.74,483.0,471.74
ITEM-528487,ORD-2025-116018,PROD-1510,1,35.0,10.0,0.15,35.0,5.25,29.75,10.0,19.75
ITEM-528488,ORD-2025-116018,PROD-1411,2,88.5,27.6,0.0,177.0,0.0,177.0,55.2,121.8
ITEM-528489,ORD-2025-116019,PROD-1389,1,39.0,12.0,0.05,39.0,1.95,37.05,12.0,25.05
ITEM-528490,ORD-2025-116019,PROD-1343,3,139.0,45.0,0.15,417.0,62.55,354.45,135.0,219.45
ITEM-528491,ORD-2025-116020,PROD-1164,1,44.16,12.6,0.05,44.16,2.21,41.95,12.6,29.35
ITEM-528492,ORD-2025-116020,PROD-1395,1,116.82,39.1,0.15,116.82,17.52,99.3,39.1,60.2
ITEM-528493,ORD-2025-116021,PROD-1410,2,96.0,30.0,0.1,192.0,19.2,172.8,60.0,112.8
ITEM-528494,ORD-2025-116021,PROD-1262,4,115.0,35.0,0.15,460.0,69.0,391.0,140.0,251.0
ITEM-528495,ORD-2025-116021,PROD-1543,1,469.0,160.0,0.0,469.0,0.0,469.0,160.0,309.0
ITEM-528496,ORD-2025-116021,PROD-1522,1,53.76,15.0,0.2,53.76,10.75,43.01,15.0,28.01
ITEM-528497,ORD-2025-116022,PROD-1512,1,49.0,14.5,0.0,49.0,0.0,49.0,14.5,34.5
ITEM-528498,ORD-2025-116022,PROD-1277,1,195.0,60.0,0.0,195.0,0.0,195.0,60.0,135.0
ITEM-528499,ORD-2025-116022,PROD-1121,1,59.0,18.0,0.05,59.0,2.95,56.05,18.0,38.05
ITEM-528500,ORD-2025-116023,PROD-1365,3,429.0,150.0,0.2,1287.0,257.4,1029.6,450.0,579.6
ITEM-528501,ORD-2025-116024,PROD-1455,2,89.0,28.0,0.15,178.0,26.7,151.3,56.0,95.3
ITEM-528502,ORD-2025-116024,PROD-1171,2,76.7,20.7,0.1,153.4,15.34,138.06,41.4,96.66
ITEM-528503,ORD-2025-116025,PROD-1552,4,45.0,14.0,0.05,180.0,9.0,171.0,56.0,115.0
ITEM-528504,ORD-2025-116025,PROD-1478,2,24.0,7.0,0.1,48.0,4.8,43.2,14.0,29.2
ITEM-528505,ORD-2025-116026,PROD-1242,1,204.8,60.0,0.0,204.8,0.0,204.8,60.0,144.8
ITEM-528506,ORD-2025-116027,PROD-1323,1,470.82,161.0,0.0,470.82,0.0,470.82,161.0,309.82
ITEM-528507,ORD-2025-116028,PROD-1186,1,190.72,56.25,0.3,190.72,57.22,133.5,56.25,77.25
ITEM-528508,ORD-2025-116029,PROD-1381,1,95.0,28.0,0.2,95.0,19.0,76.0,28.0,48.0
ITEM-528509,ORD-2025-116030,PROD-1441,1,22.0,6.0,0.0,22.0,0.0,22.0,6.0,16.0
ITEM-528510,ORD-2025-116031,PROD-1482,1,101.12,27.5,0.05,101.12,5.06,96.06,27.5,68.56
ITEM-528511,ORD-2025-116031,PROD-1281,1,42.0,12.0,0.05,42.0,2.1,39.9,12.0,27.9
ITEM-528512,ORD-2025-116031,PROD-1045,4,1599.0,780.0,0.0,6396.0,0.0,6396.0,3120.0,3276.0
ITEM-528513,ORD-2025-116032,PROD-1220,1,118.68,34.2,0.05,118.68,5.93,112.75,34.2,78.55
ITEM-528514,ORD-2025-116032,PROD-1247,1,160.0,48.0,0.05,160.0,8.0,152.0,48.0,104.0
ITEM-528515,ORD-2025-116032,PROD-1424,1,44.8,11.6,0.0,44.8,0.0,44.8,11.6,33.2
ITEM-528516,ORD-2025-116033,PROD-1110,1,119.0,40.0,0.0,119.0,0.0,119.0,40.0,79.0
ITEM-528517,ORD-2025-116034,PROD-1178,1,108.8,30.0,0.05,108.8,5.44,103.36,30.0,73.36
ITEM-528518,ORD-2025-116034,PROD-1022,1,199.0,95.0,0.05,199.0,9.95,189.05,95.0,94.05
ITEM-528519,ORD-2025-116034,PROD-1442,1,28.16,7.5,0.15,28.16,4.22,23.94,7.5,16.44
ITEM-528520,ORD-2025-116034,PROD-1405,1,25.0,8.0,0.1,25.0,2.5,22.5,8.0,14.5
ITEM-528521,ORD-2025-116035,PROD-1216,1,189.0,52.2,0.0,189.0,0.0,189.0,52.2,136.8
ITEM-528522,ORD-2025-116036,PROD-1406,1,25.0,8.0,0.05,25.0,1.25,23.75,8.0,15.75
ITEM-528523,ORD-2025-116037,PROD-1066,1,293.12,106.25,0.05,293.12,14.66,278.46,106.25,172.21
ITEM-528524,ORD-2025-116038,PROD-1153,3,99.0,38.0,0.2,297.0,59.4,237.6,114.0,123.6
ITEM-528525,ORD-2025-116038,PROD-1448,2,30.8,8.7,0.15,61.6,9.24,52.36,17.4,34.96
ITEM-528526,ORD-2025-116039,PROD-1335,1,79.0,22.0,0.05,79.0,3.95,75.05,22.0,53.05
ITEM-528527,ORD-2025-116039,PROD-1141,1,45.0,14.0,0.1,45.0,4.5,40.5,14.0,26.5
ITEM-528528,ORD-2025-116039,PROD-1407,1,25.0,8.0,0.05,25.0,1.25,23.75,8.0,15.75
ITEM-528529,ORD-2025-116040,PROD-1439,1,26.0,7.0,0.0,26.0,0.0,26.0,7.0,19.0
ITEM-528530,ORD-2025-116041,PROD-1071,1,229.0,85.0,0.15,229.0,34.35,194.65,85.0,109.65
ITEM-528531,ORD-2025-116041,PROD-1353,1,259.0,85.0,0.0,259.0,0.0,259.0,85.0,174.0
ITEM-528532,ORD-2025-116042,PROD-1504,3,166.6,50.75,0.05,499.8,24.99,474.81,152.25,322.56
ITEM-528533,ORD-2025-116043,PROD-1354,5,331.52,106.25,0.0,1657.6,0.0,1657.6,531.25,1126.35
ITEM-528534,ORD-2025-116044,PROD-1466,2,88.32,25.0,0.0,176.64,0.0,176.64,50.0,126.64
ITEM-528535,ORD-2025-116044,PROD-1160,1,138.6,55.1,0.0,138.6,0.0,138.6,55.1,83.5
ITEM-528536,ORD-2025-116045,PROD-1153,1,99.0,38.0,0.05,99.0,4.95,94.05,38.0,56.05
ITEM-528537,ORD-2025-116046,PROD-1053,1,549.0,260.0,0.05,549.0,27.45,521.55,260.0,261.55
ITEM-528538,ORD-2025-116047,PROD-1034,1,1150.72,525.0,0.1,1150.72,115.07,1035.65,525.0,510.65
ITEM-528539,ORD-2025-116048,PROD-1198,1,89.0,22.0,0.0,89.0,0.0,89.0,22.0,67.0
ITEM-528540,ORD-2025-116048,PROD-1320,1,166.6,55.1,0.0,166.6,0.0,166.6,55.1,111.5
ITEM-528541,ORD-2025-116049,PROD-1208,2,75.6,17.4,0.15,151.2,22.68,128.52,34.8,93.72
ITEM-528542,ORD-2025-116050,PROD-1156,4,91.08,34.2,0.15,364.32,54.65,309.67,136.8,172.87
ITEM-528543,ORD-2025-116051,PROD-1213,1,135.0,36.0,0.0,135.0,0.0,135.0,36.0,99.0
ITEM-528544,ORD-2025-116051,PROD-1473,1,24.0,7.0,0.1,24.0,2.4,21.6,7.0,14.6
ITEM-528545,ORD-2025-116051,PROD-1263,1,115.0,35.0,0.0,115.0,0.0,115.0,35.0,80.0
ITEM-528546,ORD-2025-116052,PROD-1190,1,149.0,45.0,0.0,149.0,0.0,149.0,45.0,104.0
ITEM-528547,ORD-2025-116053,PROD-1148,1,45.08,14.4,0.1,45.08,4.51,40.57,14.4,26.17
ITEM-528548,ORD-2025-116054,PROD-1054,1,549.0,260.0,0.0,549.0,0.0,549.0,260.0,289.0
ITEM-528549,ORD-2025-116054,PROD-1467,2,81.42,23.0,0.0,162.84,0.0,162.84,46.0,116.84
ITEM-528550,ORD-2025-116055,PROD-1347,2,529.82,184.0,0.2,1059.64,211.93,847.71,368.0,479.71
ITEM-528551,ORD-2025-116055,PROD-1037,1,899.0,420.0,0.05,899.0,44.95,854.05,420.0,434.05
