payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY-715059,ORD-2025-115059,2025-11-15,Credit Card,Success,1493.1
PAY-715060,ORD-2025-115060,2025-11-16,Credit Card,Success,393.19
PAY-715061,ORD-2025-115061,2025-11-16,PayPal,Success,43.99
PAY-715062,ORD-2025-115062,2025-11-16,PayPal,Success,424.09
PAY-715063,ORD-2025-115063,2025-11-16,PayPal,Success,959.01
PAY-715064,ORD-2025-115064,2025-11-17,Credit Card,Refunded,164.29
PAY-715065,ORD-2025-115065,2025-11-16,BNPL,Success,895.08
PAY-715066,ORD-2025-115066,2025-11-16,PayPal,Success,633.59
PAY-715067,ORD-2025-115067,2025-11-16,Credit Card,Success,2121.64
PAY-715068,ORD-2025-115068,2025-11-17,PayPal,Success,12900.99
PAY-715069,ORD-2025-115069,2025-11-17,Credit Card,Success,56.59
PAY-715070,ORD-2025-115070,2025-11-17,Credit Card,Success,328.27
PAY-715071,ORD-2025-115071,2025-11-17,Apple Pay,Success,437.63
PAY-715072,ORD-2025-115072,2025-11-16,Debit Card,Success,193.59
PAY-715073,ORD-2025-115073,2025-11-16,Debit Card,Refunded,1464.39
PAY-715074,ORD-2025-115074,2025-11-17,PayPal,Success,319.85
PAY-715075,ORD-2025-115075,2025-11-16,Credit Card,Success,238.0
PAY-715076,ORD-2025-115076,2025-11-17,Credit Card,Refunded,1206.19
PAY-715077,ORD-2025-115077,2025-11-16,Debit Card,Success,442.41
PAY-715078,ORD-2025-115078,2025-11-16,Debit Card,Success,368.23
PAY-715079,ORD-2025-115079,2025-11-16,Debit Card,Success,879.3
PAY-715080,ORD-2025-115080,2025-11-16,Credit Card,Success,933.83
PAY-715081,ORD-2025-115081,2025-11-16,Credit Card,Success,449.0
PAY-715082,ORD-2025-115082,2025-11-16,Credit Card,Success,561.99
PAY-715083,ORD-2025-115083,2025-11-16,Debit Card,Success,2827.09
PAY-715084,ORD-2025-115084,2025-11-16,PayPal,Success,163.82
PAY-715085,ORD-2025-115085,2025-11-16,Credit Card,Success,155.91
PAY-715086,ORD-2025-115086,2025-11-17,Credit Card,Success,583.43
PAY-715087,ORD-2025-115087,2025-11-16,Apple Pay,Success,492.45
PAY-715088,ORD-2025-115088,2025-11-16,Credit Card,Success,349.98
PAY-715089,ORD-2025-115089,2025-11-17,Debit Card,Success,2449.92
PAY-715090,ORD-2025-115090,2025-11-16,Credit Card,Success,307.54
PAY-715091,ORD-2025-115091,2025-11-16,Credit Card,Success,3465.33
PAY-715092,ORD-2025-115092,2025-11-16,PayPal,Success,340.12
PAY-715093,ORD-2025-115093,2025-11-17,PayPal,Success,394.34
PAY-715094,ORD-2025-115094,2025-11-16,Credit Card,Success,286.91
PAY-715095,ORD-2025-115095,2025-11-16,Credit Card,Success,181.6
PAY-715096,ORD-2025-115096,2025-11-16,Credit Card,Refunded,97.61
PAY-715097,ORD-2025-115097,2025-11-16,Credit Card,Refunded,46.49
PAY-715098,ORD-2025-115098,2025-11-16,Debit Card,Success,747.56
PAY-715099,ORD-2025-115099,2025-11-16,Credit Card,Success,1071.07
PAY-715100,ORD-2025-115100,2025-11-16,PayPal,Success,2152.1
PAY-715101,ORD-2025-115101,2025-11-17,Credit Card,Success,118.35
PAY-715102,ORD-2025-115102,2025-11-16,Debit Card,Success,122.09
PAY-715103,ORD-2025-115103,2025-11-17,Credit Card,Success,2181.76
PAY-715104,ORD-2025-115104,2025-11-16,PayPal,Success,882.68
PAY-715105,ORD-2025-115105,2025-11-18,Credit Card,Success,1678.64
PAY-715106,ORD-2025-115106,2025-11-17,Credit Card,Success,91.83
PAY-715107,ORD-2025-115107,2025-11-17,PayPal,Success,1113.07
PAY-715108,ORD-2025-115108,2025-11-18,PayPal,Success,235.53
PAY-715109,ORD-2025-115109,2025-11-18,Credit Card,Success,74.54
PAY-715110,ORD-2025-115110,2025-11-17,Credit Card,Success,122.52
PAY-715111,ORD-2025-115111,2025-11-17,PayPal,Success,1063.55
PAY-715112,ORD-2025-115112,2025-11-17,Credit Card,Success,34.0
PAY-715113,ORD-2025-115113,2025-11-17,Debit Card,Success,517.57
PAY-715114,ORD-2025-115114,2025-11-17,Credit Card,Success,558.6
PAY-715115,ORD-2025-115115,2025-11-17,Credit Card,Success,401.82
PAY-715116,ORD-2025-115116,2025-11-17,PayPal,Success,69.89
PAY-715117,ORD-2025-115117,2025-11-17,PayPal,Success,75.01
PAY-715118,ORD-2025-115118,2025-11-17,PayPal,Success,110.4
PAY-715119,ORD-2025-115119,2025-11-17,Credit Card,Success,358.99
PAY-715120,ORD-2025-115120,2025-11-18,PayPal,Success,934.3
PAY-715121,ORD-2025-115121,2025-11-17,Credit Card,Success,1005.25
PAY-715122,ORD-2025-115122,2025-11-17,Credit Card,Success,464.57
PAY-715123,ORD-2025-115123,2025-11-17,Credit Card,Success,3460.43
PAY-715124,ORD-2025-115124,2025-11-17,Credit Card,Success,317.49
PAY-715125,ORD-2025-115125,2025-11-17,Credit Card,Success,2839.63
PAY-715126,ORD-2025-115126,2025-11-17,Credit Card,Success,40.95
PAY-715127,ORD-2025-115127,2025-11-17,Debit Card,Success,221.99
PAY-715128,ORD-2025-115128,2025-11-17,Credit Card,Success,143.99
PAY-715129,ORD-2025-115129,2025-11-18,Credit Card,Success,514.43
PAY-715130,ORD-2025-115130,2025-11-17,Apple Pay,Success,408.43
PAY-715131,ORD-2025-115131,2025-11-17,Apple Pay,Success,1418.99
PAY-715132,ORD-2025-115132,2025-11-17,Credit Card,Success,2049.49
PAY-715133,ORD-2025-115133,2025-11-17,Credit Card,Refunded,249.12
PAY-715134,ORD-2025-115134,2025-11-17,Credit Card,Success,305.28
PAY-715135,ORD-2025-115135,2025-11-17,Credit Card,Success,196.9
PAY-715136,ORD-2025-115136,2025-11-18,Debit Card,Success,273.04
PAY-715137,ORD-2025-115137,2025-11-18,Credit Card,Success,117.52
PAY-715138,ORD-2025-115138,2025-11-17,PayPal,Success,147.62
PAY-715139,ORD-2025-115139,2025-11-18,Debit Card,Success,435.28
PAY-715140,ORD-2025-115140,2025-11-17,Credit Card,Success,2053.29
PAY-715141,ORD-2025-115141,2025-11-18,PayPal,Success,191.19
PAY-715142,ORD-2025-115142,2025-11-17,Credit Card,Success,1347.11
PAY-715143,ORD-2025-115143,2025-11-18,Credit Card,Success,1438.44
PAY-715144,ORD-2025-115144,2025-11-17,Apple Pay,Success,638.59
PAY-715145,ORD-2025-115145,2025-11-18,PayPal,Success,58.99
PAY-715146,ORD-2025-115146,2025-11-17,Debit Card,Success,790.15
PAY-715147,ORD-2025-115147,2025-11-17,Credit Card,Success,281.17
PAY-715148,ORD-2025-115148,2025-11-18,Credit Card,Success,279.98
PAY-715149,ORD-2025-115149,2025-11-18,Credit Card,Success,84.24
PAY-715150,ORD-2025-115150,2025-11-18,PayPal,Success,866.69
PAY-715151,ORD-2025-115151,2025-11-18,Credit Card,Success,115.59
PAY-715152,ORD-2025-115152,2025-11-18,PayPal,Success,2745.19
PAY-715153,ORD-2025-115153,2025-11-18,PayPal,Success,418.37
PAY-715154,ORD-2025-115154,2025-11-19,Debit Card,Success,563.2
PAY-715155,ORD-2025-115155,2025-11-18,Credit Card,Success,209.99
PAY-715156,ORD-2025-115156,2025-11-18,Credit Card,Success,124.99
PAY-715157,ORD-2025-115157,2025-11-18,Credit Card,Success,469.0
PAY-715158,ORD-2025-115158,2025-11-18,Credit Card,Success,718.14
PAY-715159,ORD-2025-115159,2025-11-18,BNPL,Success,687.0
PAY-715160,ORD-2025-115160,2025-11-18,Credit Card,Success,198.19
PAY-715161,ORD-2025-115161,2025-11-19,Credit Card,Success,590.02
PAY-715162,ORD-2025-115162,2025-11-18,Credit Card,Success,598.0
PAY-715163,ORD-2025-115163,2025-11-19,Credit Card,Success,1442.2
PAY-715164,ORD-2025-115164,2025-11-18,Credit Card,Success,231.67
PAY-715165,ORD-2025-115165,2025-11-18,Credit Card,Success,612.5
PAY-715166,ORD-2025-115166,2025-11-19,Credit Card,Success,57.99
PAY-715167,ORD-2025-115167,2025-11-19,Credit Card,Success,33.59
PAY-715168,ORD-2025-115168,2025-11-18,Credit Card,Success,47.5
PAY-715169,ORD-2025-115169,2025-11-18,PayPal,Success,155.75
PAY-715170,ORD-2025-115170,2025-11-18,Debit Card,Success,53.36
PAY-715171,ORD-2025-115171,2025-11-18,Credit Card,Success,307.74
PAY-715172,ORD-2025-115172,2025-11-18,Credit Card,Success,600.32
PAY-715173,ORD-2025-115173,2025-11-18,Credit Card,Success,188.29
PAY-715174,ORD-2025-115174,2025-11-18,Debit Card,Refunded,190.24
PAY-715175,ORD-2025-115175,2025-11-19,Debit Card,Success,76.77
PAY-715176,ORD-2025-115176,2025-11-18,PayPal,Success,108.99
PAY-715177,ORD-2025-115177,2025-11-18,Credit Card,Success,127.88
PAY-715178,ORD-2025-115178,2025-11-18,PayPal,Success,118.91
PAY-715179,ORD-2025-115179,2025-11-18,Credit Card,Success,551.8
PAY-715180,ORD-2025-115180,2025-11-18,Debit Card,Success,622.82
PAY-715181,ORD-2025-115181,2025-11-18,PayPal,Success,793.35
PAY-715182,ORD-2025-115182,2025-11-19,Credit Card,Success,73.99
PAY-715183,ORD-2025-115183,2025-11-19,Credit Card,Success,182.99
PAY-715184,ORD-2025-115184,2025-11-18,PayPal,Success,853.1
PAY-715185,ORD-2025-115185,2025-11-18,BNPL,Success,166.67
PAY-715186,ORD-2025-115186,2025-11-18,PayPal,Success,43.79
PAY-715187,ORD-2025-115187,2025-11-18,Credit Card,Success,43.39
PAY-715188,ORD-2025-115188,2025-11-18,Debit Card,Success,784.55
PAY-715189,ORD-2025-115189,2025-11-18,Credit Card,Success,389.99
PAY-715190,ORD-2025-115190,2025-11-19,Credit Card,Success,420.61
PAY-715191,ORD-2025-115191,2025-11-19,Debit Card,Success,109.48
PAY-715192,ORD-2025-115192,2025-11-20,Apple Pay,Refunded,701.39
PAY-715193,ORD-2025-115193,2025-11-20,PayPal,Success,321.08
PAY-715194,ORD-2025-115194,2025-11-19,Credit Card,Refunded,211.2
PAY-715195,ORD-2025-115195,2025-11-19,Debit Card,Success,391.43
PAY-715196,ORD-2025-115196,2025-11-19,Credit Card,Success,640.03
PAY-715197,ORD-2025-115197,2025-11-19,Credit Card,Success,139.35
PAY-715198,ORD-2025-115198,2025-11-19,Debit Card,Success,98.99
PAY-715199,ORD-2025-115199,2025-11-19,Credit Card,Success,1200.81
PAY-715200,ORD-2025-115200,2025-11-19,Credit Card,Success,123.99
PAY-715201,ORD-2025-115201,2025-11-19,Apple Pay,Success,218.69
PAY-715202,ORD-2025-115202,2025-11-19,BNPL,Success,68.0
PAY-715203,ORD-2025-115203,2025-11-19,PayPal,Success,734.09
PAY-715204,ORD-2025-115204,2025-11-20,PayPal,Success,246.19
PAY-715205,ORD-2025-115205,2025-11-20,Credit Card,Success,90.89
PAY-715206,ORD-2025-115206,2025-11-19,Credit Card,Success,353.99
PAY-715207,ORD-2025-115207,2025-11-19,PayPal,Success,773.59
PAY-715208,ORD-2025-115208,2025-11-19,Credit Card,Success,337.14
PAY-715209,ORD-2025-115209,2025-11-19,Credit Card,Success,275.75
PAY-715210,ORD-2025-115210,2025-11-19,Credit Card,Success,202.12
PAY-715211,ORD-2025-115211,2025-11-19,Apple Pay,Success,153.7
PAY-715212,ORD-2025-115212,2025-11-19,Credit Card,Success,142.87
PAY-715213,ORD-2025-115213,2025-11-19,Debit Card,Success,587.99
PAY-715214,ORD-2025-115214,2025-11-19,Debit Card,Success,68.04
PAY-715215,ORD-2025-115215,2025-11-20,Credit Card,Success,433.95
PAY-715216,ORD-2025-115216,2025-11-19,Credit Card,Success,127.44
PAY-715217,ORD-2025-115217,2025-11-20,Debit Card,Success,149.52
PAY-715218,ORD-2025-115218,2025-11-19,Credit Card,Refunded,44.1
PAY-715219,ORD-2025-115219,2025-11-19,Apple Pay,Success,486.94
PAY-715220,ORD-2025-115220,2025-11-19,PayPal,Success,68.99
PAY-715221,ORD-2025-115221,2025-11-19,Credit Card,Success,234.29
PAY-715222,ORD-2025-115222,2025-11-19,Debit Card,Success,5795.13
PAY-715223,ORD-2025-115223,2025-11-19,Credit Card,Success,451.71
PAY-715224,ORD-2025-115224,2025-11-19,Credit Card,Success,192.19
PAY-715225,ORD-2025-115225,2025-11-20,Credit Card,Success,145.0
PAY-715226,ORD-2025-115226,2025-11-19,Credit Card,Success,375.0
PAY-715227,ORD-2025-115227,2025-11-19,BNPL,Success,28.03
PAY-715228,ORD-2025-115228,2025-11-19,Debit Card,Success,200.71
PAY-715229,ORD-2025-115229,2025-11-19,BNPL,Success,124.43
PAY-715230,ORD-2025-115230,2025-11-19,Credit Card,Success,1307.73
PAY-715231,ORD-2025-115231,2025-11-19,Credit Card,Success,84.33
PAY-715232,ORD-2025-115232,2025-11-19,Apple Pay,Success,566.51
PAY-715233,ORD-2025-115233,2025-11-19,Credit Card,Success,1067.0
PAY-715234,ORD-2025-115234,2025-11-19,Credit Card,Success,160.99
PAY-715235,ORD-2025-115235,2025-11-19,Credit Card,Success,40.89
PAY-715236,ORD-2025-115236,2025-11-19,PayPal,Failed,91.87
PAY-715237,ORD-2025-115237,2025-11-20,Apple Pay,Success,109.65
PAY-715238,ORD-2025-115238,2025-11-20,Debit Card,Success,1016.99
PAY-715239,ORD-2025-115239,2025-11-21,Credit Card,Success,148.99
PAY-715240,ORD-2025-115240,2025-11-20,Credit Card,Success,1756.31
PAY-715241,ORD-2025-115241,2025-11-20,Apple Pay,Success,48.99
PAY-715242,ORD-2025-115242,2025-11-20,PayPal,Success,910.95
PAY-715243,ORD-2025-115243,2025-11-20,PayPal,Success,784.56
PAY-715244,ORD-2025-115244,2025-11-20,Credit Card,Success,115.06
PAY-715245,ORD-2025-115245,2025-11-21,Debit Card,Success,320.49
PAY-715246,ORD-2025-115246,2025-11-20,Credit Card,Success,321.7
PAY-715247,ORD-2025-115247,2025-11-20,PayPal,Success,313.98
PAY-715248,ORD-2025-115248,2025-11-21,Credit Card,Success,130.34
PAY-715249,ORD-2025-115249,2025-11-20,BNPL,Success,538.35
PAY-715250,ORD-2025-115250,2025-11-20,PayPal,Success,55.69
PAY-715251,ORD-2025-115251,2025-11-20,Credit Card,Success,337.91
PAY-715252,ORD-2025-115252,2025-11-21,BNPL,Success,255.4
PAY-715253,ORD-2025-115253,2025-11-20,PayPal,Success,36.99
PAY-715254,ORD-2025-115254,2025-11-20,Debit Card,Success,124.19
PAY-715255,ORD-2025-115255,2025-11-21,PayPal,Success,56.64
PAY-715256,ORD-2025-115256,2025-11-20,Credit Card,Success,200.48
PAY-715257,ORD-2025-115257,2025-11-20,Credit Card,Success,257.24
PAY-715258,ORD-2025-115258,2025-11-20,Apple Pay,Success,387.99
PAY-715259,ORD-2025-115259,2025-11-20,Credit Card,Success,2962.15
PAY-715260,ORD-2025-115260,2025-11-21,Apple Pay,Success,322.24
PAY-715261,ORD-2025-115261,2025-11-20,PayPal,Success,916.93
PAY-715262,ORD-2025-115262,2025-11-20,PayPal,Success,433.72
PAY-715263,ORD-2025-115263,2025-11-20,Credit Card,Success,67.59
PAY-715264,ORD-2025-115264,2025-11-21,Credit Card,Success,748.98
PAY-715265,ORD-2025-115265,2025-11-21,Debit Card,Success,986.57
PAY-715266,ORD-2025-115266,2025-11-20,Credit Card,Success,72.61
PAY-715267,ORD-2025-115267,2025-11-21,PayPal,Success,113.05
PAY-715268,ORD-2025-115268,2025-11-20,Credit Card,Success,146.04
PAY-715269,ORD-2025-115269,2025-11-20,BNPL,Success,357.37
PAY-715270,ORD-2025-115270,2025-11-20,Credit Card,Success,206.44
PAY-715271,ORD-2025-115271,2025-11-21,Credit Card,Refunded,898.09
PAY-715272,ORD-2025-115272,2025-11-22,Credit Card,Success,992.19
PAY-715273,ORD-2025-115273,2025-11-21,Apple Pay,Refunded,898.0
PAY-715274,ORD-2025-115274,2025-11-22,PayPal,Success,213.59
PAY-715275,ORD-2025-115275,2025-11-22,Credit Card,Success,138.6
PAY-715276,ORD-2025-115276,2025-11-22,Debit Card,Success,32.0
PAY-715277,ORD-2025-115277,2025-11-21,Credit Card,Success,33.39
PAY-715278,ORD-2025-115278,2025-11-21,PayPal,Success,44.57
PAY-715279,ORD-2025-115279,2025-11-22,PayPal,Success,1541.59
PAY-715280,ORD-2025-115280,2025-11-21,Credit Card,Success,149.59
PAY-715281,ORD-2025-115281,2025-11-21,PayPal,Success,112.99
PAY-715282,ORD-2025-115282,2025-11-21,Credit Card,Success,930.07
PAY-715283,ORD-2025-115283,2025-11-22,PayPal,Success,40.89
PAY-715284,ORD-2025-115284,2025-11-21,Credit Card,Success,2258.98
PAY-715285,ORD-2025-115285,2025-11-21,Credit Card,Success,547.14
PAY-715286,ORD-2025-115286,2025-11-21,Credit Card,Success,131.39
PAY-715287,ORD-2025-115287,2025-11-21,Credit Card,Success,219.01
PAY-715288,ORD-2025-115288,2025-11-21,PayPal,Success,432.99
PAY-715289,ORD-2025-115289,2025-11-21,Credit Card,Success,487.87
PAY-715290,ORD-2025-115290,2025-11-21,Credit Card,Success,102.03
PAY-715291,ORD-2025-115291,2025-11-22,PayPal,Refunded,848.54
PAY-715292,ORD-2025-115292,2025-11-21,PayPal,Success,90.09
PAY-715293,ORD-2025-115293,2025-11-22,Debit Card,Success,29.75
PAY-715294,ORD-2025-115294,2025-11-21,Credit Card,Success,40.99
PAY-715295,ORD-2025-115295,2025-11-21,PayPal,Success,199.07
PAY-715296,ORD-2025-115296,2025-11-21,BNPL,Success,2187.79
PAY-715297,ORD-2025-115297,2025-11-21,Debit Card,Success,498.39
PAY-715298,ORD-2025-115298,2025-11-21,PayPal,Success,237.72
PAY-715299,ORD-2025-115299,2025-11-21,PayPal,Refunded,239.09
PAY-715300,ORD-2025-115300,2025-11-21,PayPal,Success,311.64
PAY-715301,ORD-2025-115301,2025-11-22,Credit Card,Success,160.0
PAY-715302,ORD-2025-115302,2025-11-21,BNPL,Success,221.99
PAY-715303,ORD-2025-115303,2025-11-21,Credit Card,Success,1884.79
PAY-715304,ORD-2025-115304,2025-11-21,PayPal,Success,158.1
PAY-715305,ORD-2025-115305,2025-11-21,Credit Card,Success,34.43
PAY-715306,ORD-2025-115306,2025-11-22,BNPL,Success,439.24
PAY-715307,ORD-2025-115307,2025-11-22,Credit Card,Success,239.11
PAY-715308,ORD-2025-115308,2025-11-22,Credit Card,Success,619.01
PAY-715309,ORD-2025-115309,2025-11-22,PayPal,Success,1998.61
PAY-715310,ORD-2025-115310,2025-11-22,BNPL,Refunded,369.64
PAY-715311,ORD-2025-115311,2025-11-22,PayPal,Success,39.99
PAY-715312,ORD-2025-115312,2025-11-22,Credit Card,Success,363.23
PAY-715313,ORD-2025-115313,2025-11-22,Debit Card,Refunded,50.18
PAY-715314,ORD-2025-115314,2025-11-23,Credit Card,Success,362.81
PAY-715315,ORD-2025-115315,2025-11-22,Credit Card,Success,1101.69
PAY-715316,ORD-2025-115316,2025-11-23,Apple Pay,Success,243.9
PAY-715317,ORD-2025-115317,2025-11-22,Credit Card,Success,1084.29
PAY-715318,ORD-2025-115318,2025-11-22,Credit Card,Success,48.99
PAY-715319,ORD-2025-115319,2025-11-22,Credit Card,Success,6839.98
PAY-715320,ORD-2025-115320,2025-11-22,Credit Card,Success,413.4
PAY-715321,ORD-2025-115321,2025-11-23,BNPL,Success,185.11
PAY-715322,ORD-2025-115322,2025-11-22,Debit Card,Success,170.6
PAY-715323,ORD-2025-115323,2025-11-23,PayPal,Success,257.99
PAY-715324,ORD-2025-115324,2025-11-22,PayPal,Success,85.06
PAY-715325,ORD-2025-115325,2025-11-23,Credit Card,Success,198.99
PAY-715326,ORD-2025-115326,2025-11-22,BNPL,Refunded,51.49
PAY-715327,ORD-2025-115327,2025-11-23,PayPal,Success,236.83
PAY-715328,ORD-2025-115328,2025-11-22,PayPal,Success,2391.51
PAY-715329,ORD-2025-115329,2025-11-22,Credit Card,Success,102.71
PAY-715330,ORD-2025-115330,2025-11-22,Credit Card,Success,154.68
PAY-715331,ORD-2025-115331,2025-11-22,Credit Card,Success,609.99
PAY-715332,ORD-2025-115332,2025-11-22,Credit Card,Refunded,524.89
PAY-715333,ORD-2025-115333,2025-11-22,Credit Card,Success,357.75
PAY-715334,ORD-2025-115334,2025-11-22,BNPL,Success,96.63
PAY-715335,ORD-2025-115335,2025-11-22,Credit Card,Success,345.73
PAY-715336,ORD-2025-115336,2025-11-22,Credit Card,Success,73.79
PAY-715337,ORD-2025-115337,2025-11-22,Apple Pay,Success,186.17
PAY-715338,ORD-2025-115338,2025-11-22,Apple Pay,Success,1685.79
PAY-715339,ORD-2025-115339,2025-11-22,Debit Card,Success,174.99
PAY-715340,ORD-2025-115340,2025-11-22,Credit Card,Success,47.79
PAY-715341,ORD-2025-115341,2025-11-23,Credit Card,Refunded,263.74
PAY-715342,ORD-2025-115342,2025-11-22,Credit Card,Success,68.35
PAY-715343,ORD-2025-115343,2025-11-23,Credit Card,Success,51.99
PAY-715344,ORD-2025-115344,2025-11-22,Apple Pay,Success,106.2
PAY-715345,ORD-2025-115345,2025-11-23,BNPL,Refunded,804.47
PAY-715346,ORD-2025-115346,2025-11-22,PayPal,Success,189.0
PAY-715347,ORD-2025-115347,2025-11-23,Credit Card,Success,367.79
PAY-715348,ORD-2025-115348,2025-11-22,Credit Card,Success,1191.99
PAY-715349,ORD-2025-115349,2025-11-22,Credit Card,Success,1937.48
PAY-715350,ORD-2025-115350,2025-11-22,PayPal,Success,314.67
PAY-715351,ORD-2025-115351,2025-11-22,Credit Card,Success,168.59
PAY-715352,ORD-2025-115352,2025-11-22,Credit Card,Success,67.74
PAY-715353,ORD-2025-115353,2025-11-23,Credit Card,Success,667.99
PAY-715354,ORD-2025-115354,2025-11-23,Apple Pay,Success,113.42
PAY-715355,ORD-2025-115355,2025-11-24,PayPal,Success,64.87
PAY-715356,ORD-2025-115356,2025-11-24,PayPal,Failed,68.8
PAY-715357,ORD-2025-115357,2025-11-23,Apple Pay,Success,148.99
PAY-715358,ORD-2025-115358,2025-11-23,PayPal,Success,267.27
PAY-715359,ORD-2025-115359,2025-11-23,Debit Card,Success,59.09
PAY-715360,ORD-2025-115360,2025-11-24,Credit Card,Success,270.84
PAY-715361,ORD-2025-115361,2025-11-23,Credit Card,Refunded,306.49
PAY-715362,ORD-2025-115362,2025-11-23,Credit Card,Success,593.79
PAY-715363,ORD-2025-115363,2025-11-24,PayPal,Success,1688.35
PAY-715364,ORD-2025-115364,2025-11-23,Credit Card,Success,191.43
PAY-715365,ORD-2025-115365,2025-11-23,PayPal,Success,494.05
PAY-715366,ORD-2025-115366,2025-11-23,Credit Card,Success,717.8
PAY-715367,ORD-2025-115367,2025-11-23,Credit Card,Refunded,445.53
PAY-715368,ORD-2025-115368,2025-11-23,Credit Card,Success,1298.09
PAY-715369,ORD-2025-115369,2025-11-23,PayPal,Success,107.79
PAY-715370,ORD-2025-115370,2025-11-23,Credit Card,Success,66.25
PAY-715371,ORD-2025-115371,2025-11-23,Credit Card,Success,1287.08
PAY-715372,ORD-2025-115372,2025-11-23,PayPal,Success,48.99
PAY-715373,ORD-2025-115373,2025-11-23,Credit Card,Success,602.68
PAY-715374,ORD-2025-115374,2025-11-23,Credit Card,Success,384.75
PAY-715375,ORD-2025-115375,2025-11-24,PayPal,Success,239.11
PAY-715376,ORD-2025-115376,2025-11-24,Credit Card,Success,706.73
PAY-715377,ORD-2025-115377,2025-11-23,Credit Card,Refunded,43.91
PAY-715378,ORD-2025-115378,2025-11-24,Credit Card,Success,629.81
PAY-715379,ORD-2025-115379,2025-11-23,Credit Card,Success,24.71
PAY-715380,ORD-2025-115380,2025-11-23,PayPal,Success,459.74
PAY-715381,ORD-2025-115381,2025-11-23,Credit Card,Success,45.39
PAY-715382,ORD-2025-115382,2025-11-23,Debit Card,Success,248.99
PAY-715383,ORD-2025-115383,2025-11-23,Credit Card,Success,563.59
PAY-715384,ORD-2025-115384,2025-11-24,PayPal,Success,3242.29
PAY-715385,ORD-2025-115385,2025-11-24,Credit Card,Success,95.49
PAY-715386,ORD-2025-115386,2025-11-24,Credit Card,Success,200.09
PAY-715387,ORD-2025-115387,2025-11-24,Credit Card,Failed,91.09
PAY-715388,ORD-2025-115388,2025-11-24,PayPal,Success,185.59
PAY-715389,ORD-2025-115389,2025-11-24,Debit Card,Refunded,416.08
PAY-715390,ORD-2025-115390,2025-11-24,PayPal,Success,144.73
PAY-715391,ORD-2025-115391,2025-11-24,Credit Card,Success,271.32
PAY-715392,ORD-2025-115392,2025-11-24,PayPal,Success,566.39
PAY-715393,ORD-2025-115393,2025-11-24,Debit Card,Success,149.09
PAY-715394,ORD-2025-115394,2025-11-24,Credit Card,Success,486.09
PAY-715395,ORD-2025-115395,2025-11-25,PayPal,Success,459.73
PAY-715396,ORD-2025-115396,2025-11-24,PayPal,Success,695.1
PAY-715397,ORD-2025-115397,2025-11-24,PayPal,Failed,561.79
PAY-715398,ORD-2025-115398,2025-11-25,PayPal,Success,138.99
PAY-715399,ORD-2025-115399,2025-11-24,PayPal,Success,1176.86
PAY-715400,ORD-2025-115400,2025-11-24,Credit Card,Success,638.59
PAY-715401,ORD-2025-115401,2025-11-24,PayPal,Failed,41.99
PAY-715402,ORD-2025-115402,2025-11-24,Debit Card,Success,693.29
PAY-715403,ORD-2025-115403,2025-11-24,Debit Card,Success,252.35
PAY-715404,ORD-2025-115404,2025-11-24,Credit Card,Success,146.71
PAY-715405,ORD-2025-115405,2025-11-25,PayPal,Success,1389.75
PAY-715406,ORD-2025-115406,2025-11-25,Apple Pay,Success,63.0
PAY-715407,ORD-2025-115407,2025-11-24,Apple Pay,Success,560.53
PAY-715408,ORD-2025-115408,2025-11-24,Credit Card,Success,135.91
PAY-715409,ORD-2025-115409,2025-11-24,Credit Card,Success,876.73
PAY-715410,ORD-2025-115410,2025-11-24,Credit Card,Success,57.11
PAY-715411,ORD-2025-115411,2025-11-24,PayPal,Success,600.99
PAY-715412,ORD-2025-115412,2025-11-24,Credit Card,Success,78.83
PAY-715413,ORD-2025-115413,2025-11-24,Credit Card,Success,1257.09
PAY-715414,ORD-2025-115414,2025-11-24,Debit Card,Success,516.79
PAY-715415,ORD-2025-115415,2025-11-24,PayPal,Success,68.0
PAY-715416,ORD-2025-115416,2025-11-24,Credit Card,Success,175.04
PAY-715417,ORD-2025-115417,2025-11-24,Credit Card,Success,264.79
PAY-715418,ORD-2025-115418,2025-11-24,Credit Card,Success,1057.24
PAY-715419,ORD-2025-115419,2025-11-24,Credit Card,Success,377.59
PAY-715420,ORD-2025-115420,2025-11-24,Credit Card,Success,780.79
PAY-715421,ORD-2025-115421,2025-11-24,PayPal,Refunded,26.1
PAY-715422,ORD-2025-115422,2025-11-24,Credit Card,Success,511.55
PAY-715423,ORD-2025-115423,2025-11-25,PayPal,Success,69.99
PAY-715424,ORD-2025-115424,2025-11-24,Credit Card,Success,161.28
PAY-715425,ORD-2025-115425,2025-11-24,Credit Card,Success,201.99
PAY-715426,ORD-2025-115426,2025-11-24,Credit Card,Success,617.31
PAY-715427,ORD-2025-115427,2025-11-24,Apple Pay,Success,53.1
PAY-715428,ORD-2025-115428,2025-11-24,Credit Card,Refunded,516.99
PAY-715429,ORD-2025-115429,2025-11-24,Apple Pay,Success,50.49
PAY-715430,ORD-2025-115430,2025-11-24,BNPL,Success,1329.05
PAY-715431,ORD-2025-115431,2025-11-24,Credit Card,Success,415.37
PAY-715432,ORD-2025-115432,2025-11-25,PayPal,Success,1117.99
PAY-715433,ORD-2025-115433,2025-11-25,Credit Card,Success,56.06
PAY-715434,ORD-2025-115434,2025-11-26,PayPal,Success,306.0
